ID,text,target,stance,sarcasm,sentiment
3505, اشكر القائمين على تطعيم لقاح كورونا  على حسن تعاملهم واستقبالهم جميع المرضى ابطالنا نفخر بكم,Covid Vaccine,Favor,No,Positive
3507, تمكين المرأة في كل الميادين واجب وطني وحق تستحقه بجدارة مثلها كمثل الرجل..,Women empowerment,Favor,No,Positive
3508,  ان شاء الله كل الجهات بتتطور وتتحسن وتتبنى التحول الالكتروني وتسهيل الاجراءات وجه مبتسمممتاز,Digital Transformation,Favor,No,Neutral
3509,سالفة تمكين المرأة بكل شيء يخص الرجل تقهر اي موضوع يخصنا يدخلونهم يلعىن ام النشبه صدق ,Women empowerment,Against,No,Negative
3510,في #اليوم_العالمي_للمرأه نجدّد الفخر بكل ما حققته المرأة السعودية من نجاح وتطور في المجالات التقنية والإدارية، كما نعتز بما نراهُ من آثار إيجابية لتفعيل برامج تمكين المرأة التي دعت لها #رؤية_السعودية_2030,Women empowerment,Favor,No,Positive
3512,يوم الخميس تنتهي وزارة الصحه من تطعيم مليون شخص   مواطنين و مقيمين و ٢٤٥ الف يحملون اجسام مضاده متعافين من كورونا   ما يسعنا الا الشكر لجميع الطاقم الطبي و الصفوف الاماميه التي سهرت خلال الفتره الماضيه من اجل راحتنا و سلامتنا و امننا  قليل بحقكم الاشاده ( ابطال ) التصفيقلون بشرة متوسط ​​الغامق,Covid Vaccine,Favor,No,Positive
3513,  مبدع أبو عبدالله، وبرنامج جداً رائع يهدف الى تعزيز تمكين المرأة السعودية في سوق العمل وتسليط الضوء على قصص النجاح للتعلم والاستفاد ومنها .,Women empowerment,Favor,No,Positive
3514, الله يعطيكم العافيه يا معالي الوزير   جهودكم للنهوض بالقطاع التقني الحكومي والخاص لقيادة التحول الرقمي في جميع القطاعات بالمملكة مشهودة فجزاك الله الف خير سائلاً الله لكم التوفيق والسداد.,Digital Transformation,Favor,No,Positive
3516,.  تم بحمدالله.. يارب انفعنا به واصرف عنا شره .. #تطعيم_كورونا   #سنابيه   .. ,Covid Vaccine,Favor,No,Positive
3517,  المرأة شقيقة الرجل في الإنجاز والعطاء، ولربما تفوق المرأة الرجل في طريقة التخطيط والتنفيذ فوضع المرأة جانباً وعدم اعطائها دور، كان سبب عدم تطور بعض الدول العربية أعادت مملكتنا للمرأة مكانتها الحقيقية عبر تمكين المرأة في مجالات ال,Women empowerment,Favor,No,Positive
3518, تمكين المرأه من ايش ؟ من الخلع وكثرة الطلاق وغيرها,Women empowerment,Against,No,Negative
3520,    طبعا تلاقيهم عادي مطعمين عيالهم عشر تطعيمات حتى يدخلون المدارس بل وأحيانا ثلاث تطعيمات في وقت واحد وهم ماكملوا ثلاث سنين وعادي الوضع طبيعي لكن تطعيم كورونا لااااااااا وألف لا,Covid Vaccine,Favor,Yes,Neutral
3521,اقترح استحداث قطاع جديد بالوزارة فقط للتعليم الإلكتروني يخطط فعليا وينفذ عملية التحول للتعليم عن بعد ويضح الخطط ويتابع التنفيذ اليوم وليس غدا  لنواكب مايحدث حولنا من التحول الرقمي في كل شيء    #رؤيتك_لتطوير_التعليم_بالكويت  #رؤيتك_لتطوير_التعليم_بالكويت,Digital Transformation,Favor,No,Positive
3522,شعبنا غريب !!   تقوله  حظر واغلاق ؟   لا مانبي حظر واغلاق   حلو   تعال اخذ تطعيم ؟   لا ماابي اخذ تطعيم !  ومايبي ينصاب بكورونا !!   تعال اجمعهم ثلاثتهم عاد وجه بدموع الفرح عدم اصابة بكورونا مع بدون اغلاق وبدون لقاح !,Covid Vaccine,Favor,No,Neutral
3523,  دول توقف اللقاح ودكاتره اتحذر من اللقاح. ودول تفتح كل شي بعد تطعيم نسبه قليله جدا ودول بدون لقاح ودول ولاتدري عن كورونا اصلا مثل مصر واليمن وسوريا وغيرها واجد. وهذولا لازم يطعمونا كلنا. والله مايقدرون. ,Covid Vaccine,Against,No,Neutral
3524,  بس حنا قاعدين انشوف العكس اول مابلشنا تطعيم زادت الاصابات مو بس الكويت في دول واجد غيرنا. اعرف ناس طول السنه ماحاشتهم كورونا بس يوم طعمو صار فيهم كورونا,Covid Vaccine,Against,No,Negative
3527,أتمنى فتح ملف تحقيق و محاسبة كل من يسيء للمرأة العاملة و يتهمها بأبشع الكلام ، مثل هذا الشيء يعطل مصالح المرأة و الوطن لان المرأة السعودية عنصر مهم و مكمل للاقتصاد السعودي .         #تمكين_المرأة   #المرأة_نصف_المجتمع   #المرأة_في_السعودية ,Women empowerment,Favor,No,Positive
3528,ويقولون ليه البنات يعملون و اللي يبكي على الوظيفة و البنات سرقوا وظائفنا وجه مقلوب المسألة اجتهاد شخصي   ولان البنات يتميزون باكثر عطاء و اللي يعطي هو اللي يساهم بالنمو   و هذا لسه ببداية تمكين المرأة و القادم ان شاءالله افضل أيدي مطويةلون بشرة متوسط ​​إلى فاتحتألق القلب ,Women empowerment,Favor,No,Positive
3529, خذت تطعيم كورونا  ولا تنتظر لسنة 2031 لحد ما يوصل الدور عندك .,Covid Vaccine,Favor,Yes,Neutral
3530,إن التحول من العالم الورقي للعالم التقني وتحويل الأعمال اليدوية لأعمال إلكترونية مع تطبيق مختلف التقنيات الحديثة بات من الأمور الحتمية بل إن بعض الدول باتت تعتبرها جزءاً من الحقوق الأساسية لمواطنيها حالها حال باقي الحقوق.متى يا ترى يأتي اليوم الذي نستطيع أن نقول بأن عماننا رقمية؟,Digital Transformation,Favor,No,Positive
3531, قرار سليم ، سمعت انه عمل اثار جانبية خطيرة و خاصة ع الذكور و ميولهم ، كورونا مؤامرة و هالاشي واضح و التطعيم فيه إنة لانه كل دولة بتقلك عندها تطعيم غير,Covid Vaccine,Against,No,Negative
3532,"""طرق دبي"" تنتهي من تطعيم سائقي التاكسي والمواصلات العامة ضد كورونا حيث تؤكد هيئة الصحة بدبى حرصها على سلامة وصحة موظفيها خاصة خط الدفاع الأول وأولئك المعنيين بالتعامل المباشر مع المتعاملين🇦🇪يد النصر️وجه مبتسم بعيون قلب ",Covid Vaccine,Favor,No,Neutral
3533, التحول الإلكتروني سهل أمور كثيرة خاصة شرطة عمان السلطانية جزاهم الله خير ما مقصرين,Digital Transformation,Favor,No,Positive
3534,ملامح التحول الإلكتروني وهذا بداية الغيث ليس إلا أصابع مقروصةلون البشرة الفاتح🇪🇬 ,Digital Transformation,Favor,No,Neutral
3535, محسسني ان الDNA حقك مرصع بالألماس و الياقوت، تراه لقاح تطعيم زي تطعيمات الاطفال له آلية معينه هدفها حماية الجسم بعد الله، خذ ما تيسر و استعن بالله,Covid Vaccine,Favor,No,Neutral
3536,  كم فايروس جاء قبل كورونا ؟وكم تطعيم تطعمو قبلنا الواحد يتكل ع رب العالمين وماحد يموت عن يومه عزيزتي انا الحمدلله محصن جرعتين الله يكتب لي اللي فيه الخير واولادي صغار ابتدائي لو لهم اول الناس حجزت,Covid Vaccine,Favor,No,Positive
3538, تمكين المرأة السعودية ورفع نسبة حصتها في سوق العمل تبث روح المنافسة الجميلة بين القوى العاملة من الجنسين وتعطى ريادة للمرأة السعودية لتثبت جدارتها التى تستحقها باذن الله.,Women empowerment,Favor,No,Positive
3539,   للأسف البنوك تحولت إلى بنوك رقمية و عندنا ما زالت البنوك متراجعة و بعيدة عن طموحات رؤية 2030 في التحول للعمليات الرقمية في البنوك  و الشركات المالية؟ مؤسسة النقد تحتاج إلى التشديد على البنوك في مواكبة التطور التقني و خ,Digital Transformation,Favor,No,Positive
3540,فيلم مفيد جدا حول التقنيات الحديثة والمتاحة حاليا والتي سيكون للكثير منها دور في التحول الالكتروني في اقتصاد ما بعد كورونا   ,Digital Transformation,Favor,No,Positive
3541,اعتقد انه لما تتوافر الجرعة الثالثه بكميات بدون إقبال عليها راح تزيد الحالات وجه فم المالويقولون شوفو راح مفعول الجرعة الثانيه بسرعه اخذو التنشيطيه الثالثه #لا_للتطعيم_الاجباري112 #NoVaccinePassportsAnywhere ,Covid Vaccine,Against,Yes,Negative
3542,كل عام والمرأة السعودية أكثر تمكين وانجازات ونجاح قلب أحمر️قلب أحمر️قلب أحمر️قلب أحمر️قلب أحمر️#يوم_المراه_العالمي,Women empowerment,Favor,No,Positive
3543, الحمدلله وزارة الاتصالات من يومين بدأت تعيد تفعيل وتشيع استخدام الختم والتوقيع الالكتروني .. ودا هيعزز تفعيل التحول الرقمي المؤسسي الحقيقي في مصر,Digital Transformation,Favor,No,Neutral
3544,الحمد لله تم تطعيم الجرعتين اكسفورد #شكرا_للطواقم_الطبية #شكرا_الكويت #الكويت #تطعيم #الجرعة_الثانية #سلامتك #كورونا  شكرا للكويت بلد الانسانيه والخير لحرصها علي كل من علي ارضها,Covid Vaccine,Favor,No,Positive
3546,#تمكين_المرأة .. تمكين لنصف المجتمع و تحقيق لرؤية طموحة نحو وطن مزدهر  #يوم_المرأة_العالمي ,Women empowerment,Favor,No,Positive
3547,   حتى فايزر  اعراض جانبيه صداع حراره الم في المفاصل وهذا طبيعي اتوقع اي واحد عنده اطفال ويطعمهم يعرف انهم بعد كل تطعيم ترتفع حرارتهم وهذا لان اي تطعيم يكون عبارة عن نفس الفايرس لكن مخفف علشان الجسم يحاربه وياخذ مناعه وهذا,Covid Vaccine,Favor,No,Neutral
3548,  اللقاح زي اي تطعيم خذيناه واحنا صغار ترا نفس الشي نفس الفايرس مخفف يحقن فيك ومن هنا يكون عندك مناعه .. صحيح لقاح كورونا يعطي حماية وقتيه لكن مع الوقت ان شاء الله بيكون افضل .. واذا قصدك خوف انا ماخذه الجرعتين والحمد لله مافيني الا العافية . ,Covid Vaccine,Favor,No,Positive
3549,  هههههههه وانا اعرف العشرات من اخذي الجرعتين ماتو بسبب كورونا ولا فادهم لا تطعيم ولابطيخ ...والعناية مليانة متطعمين...اقول ...نامي احسن,Covid Vaccine,Against,No,Negative
3550,ماحد قتل المرأة وهي حية تتنفس الا الصحوة ' زمان كانت نسبة العنف و الفقر و البطالة و حتى الامراض النفسية عند النساء مرتفعة و بعد القرارت الايجابية تغير حالها للافضل عن السابق  . #تمكين_المرأة ,Women empowerment,Against,No,Positive
3551,اليوم اخذت تطعيم  #كورونا نسأل الله التوفيق لحكومتنا على كل جهد قيادة وكوادر ومواطنين ومقيمين على روح التكاتف والبذل والخير والاحترام في كل شي . اللهم احفظ بلادنا وقيادتنا والمسلمين جميع 🇸🇦,Covid Vaccine,Favor,No,Positive
3553, مثل ما قلتي  تاخذون تطعيم الانفلونزا الموسميه... و إذا لقطي شي  بتكون زكمه خفيفه و تروح (مناعة) اعتقد تكون معاملة تطعيم كورونا بنفس المقياس  لتفادي الاصابه و ان حدث  بتكون خفيفه ع الطاير وجه مبتهج بعيون مبتسمة و الله يحفظ الجميع من كل مكروه,Covid Vaccine,Favor,No,Positive
3554,يعني جرعتين تطعيم وجرعه تنشيطيه وبرضو ناس بتجيلها كورونا هو في ايه!!!!!!,Covid Vaccine,Against,No,Neutral
3555,المرأة أمان .. المرأة تضحية .. المرأة شموخ .. من وقف في سبيل نصرتها أعزه الله .. ومن أذلها عاش في شقاء .. وطن العزة وطني #تمكين_المرأة 🇸🇦,Women empowerment,Favor,No,Positive
3556, الحمدلله على هذا الشيء كانت حجج الغرب انه المملكة يديرها ناس عواجيز تولى الأمير محمد زعلوا وبدؤوا بتمكين المرأة وإعطائها حقوقها زادوا زعلا وفي عز بدأ تمكين المرأة دخلوا لجين الهذلول لفرملة المشروع بالمختصر الغرب لاعاجبنه العجب ولا الصيام في ,Women empowerment,Favor,No,Negative
3557,سيراً علي نهج زايد بأهمية دور المرأة الإماراتية واستكمالاً لمسيرته في تمكين المرأة في #الإمارات وحصلت علي المركز الأولى عربيا والـ18 عالميا في مؤشر المساواة 2020 أصبحت المرأة شريك أساس في عملية التنمية الوطنية.🇦🇪قلب أحمر️العضلة ذات الرأسين المرن,Women empowerment,Favor,No,Positive
3559, تمكين المرأه لايعني تهميش الرجل ودوره ومسؤلياته بل  مساوتها بالرجل في الحقوق وهذا  امر مهم وفعال لتطوير المجمع وانجاز الخدمات بصور مختلفة ورؤية جديدة وبالتالي يسهم في زيادة التطور كل الشكر لسمو الامير محمد حفظه الله على هذا التمكين المشرف وال,Women empowerment,Favor,No,Positive
3560, مو المفروض كتكريم للمرأة في الوظائف وضعها ضمن طاقم نسائي في المجمعاتوجه مفكر او تكون وظائف الرسبشن او النادل او المكاتب او التمريض للنساء اما تحشرهم في مستودع مع رجل واجنبي هذه إهانة ولا حق تمكين المرأة,Women empowerment,Favor,No,Negative
3561,     تمكين المرآة ودعمها   اذا يهمك دعمهم شف المحاسبات بفرع لولو خريص تحاسب وبنفس الوقت تعبي اكياس للزبون. هذا فوق طاقتها. اذا يرضيك وضعهم هذا شي ثاني.,Women empowerment,Favor,No,Positive
3562, بنت خالتي شابة صحتها ممتازة اخذت مع عائلتها اللقاح جاتها اعراض كورونا كاملة واشد من الناس اللي بدون تطعيم ..  ويتعذرون انها اخذته على الفايرس  طيب كل عائلتها تطعموا من وين جتها الاصابة لحالها!!,Covid Vaccine,Against,No,Negative
3564,  ههههههههههه  مين الرجال علشان يقطعونه ههههه اللي اصدر نظام تمكين المراه يقدر يصدر نظام يلغيه والا انا غلطان,Women empowerment,Against,Yes,Negative
3565,#تمكين_المرأة #المراة_السعودية_قاضية كمية صياح ذكوري في التايم لاين على قرار تمكين المرأة في القضاء، مابالهم الشكاؤون البكاؤونوجه بدموع الفرح؟ بالنهايه المكان راح يروح للاجدر والاكفئ سواء ذكر او انثى، بس هم يحبون وضعية الضحيه المغلوب على امرها وجه يغمز,Women empowerment,Favor,No,Positive
3566, وترشيح نفسها لعضوية رئاسة البلدية، وهنا نجد أن تمكين المرأة السعودية ودعم قدراتها بالتأهيل وإتاحة الفرص جعلها شريكًا حقيقيًا فاعلًا في بناء الوطن والتنمية.,Women empowerment,Favor,No,Positive
3567,    مع تمنياتنا بالتوفيق، استفزنا التصميم الذكوري للبوستر. إنت النجمة الأهم في الصورة مع كامل الاحترام للنجم أحمد عزّ، لكن يبدو أن الدراما العربيّة ما زالت مصمَّمة لإبقاء النجوم الرجال في المقدمة. تمكين ال,Women empowerment,Favor,No,Negative
3568, من يعتقد أن من تعافى من مرض كوفيد-19 لا يحتاج إلى تطعيم. فالمناعة التي يطوّرها الجسم بعد الإصابة بفيروس كورونا ما هي إلا مؤقتة ولابد من تعزيزها بالتطعيم..,Covid Vaccine,Favor,No,Positive
3569,من يوم 10 أكتوبر سوف يسمح فقط لمن تلقوا جرعتى تطعيم ضد فيروس كورونا بدخول المصالح الحكومية و الخاصة و ركوب المواصلات العامة و الطائرات فى السعودية .. عقبالنا أن شاء الله,Covid Vaccine,Favor,No,Neutral
3570,  بالله ايش رأيك...اتوقع بعد كم سنة الموضوع هذا يصير عندنا من الشرع ويطلع له دليل... كله من أجل تمكين المرأة...او بالأحرى تشييخها...,Women empowerment,Against,No,Negative
3572,والجروح اللي بداخلنا كيف تشفى وانتوا قامعين النساء ومازلتوا قامعينهم و مستخدمين برجوازيات لكذبة تمكين المرأة ,Women empowerment,Against,No,Negative
3573,أخيراً موعد تطعيم كورونا قلب ازرقوجه مبتسم بعيون قلب ,Covid Vaccine,Favor,No,Positive
3574,أهم الصعوبات القانونية والتشريعية التي تواجه قضية تمكين المرأة. ,Women empowerment,Favor,No,Neutral
3575, هذا تمكين المرأة وإلا بلاش,Women empowerment,Favor,No,Positive
3576,كلمات في تمكين المرأة السعودية المتفانية والطموحة والناجحة  انضموا إلينا على حساباتنا على مواقع التواصل الاجتماعي للاحتفال بالمرأة الطموحة التي تعمل على تحسين حالة رعاية السكتة الدماغية في المملكة العربية السعودية!  #اليوم_العالمي_للمرأة #InternationalWomensDay ,Women empowerment,Favor,No,Positive
3578, تكاتف ودعم جميع القطاعات الامنية في المملكة في منع التجول ومع ذلك استمرار جميع الخدمات المقدمه من الجوازات والمرور وغيرها من القطاعات دليل كبير على نجاحاتها في التحول الالكتروني للخدمات وعدم توقفها ممتازلون البشرة الفاتح شكرا لكم,Digital Transformation,Favor,No,Positive
3579,"""هدف التحول التقني تسهيل الإجراء وليس تعقيده وزيادة حجم تكاليفه"". زر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيارزر علامة الاختيار هذا الفكر الذي سيجعل للتحول التقني دور بارز وفعال  من يحمل هذا الفكر حول التقنية  جدير به أن يكون من قيادات التحول التقني. ",Digital Transformation,Favor,No,Positive
3580,العمل عن بُعد كان أحد أهم مكاسب أزمة #كوفيد_19. فقد عجل بالتحول الإلكتروني الذي كانت جهات كثيرة مستعدة له لكن مترددة في تطبيقه. سعدنا حينها باحتفال عدد من الجهات بهذا التحول  لكن الغريب أنها تحتفل اليوم بالتوقف عنه!,Digital Transformation,Favor,No,Positive
3581, الاسواق المطاعم الكافيهات  لازم مساواه زي تمكين المرأه,Women empowerment,Favor,No,Neutral
3582,#فضاء_سيبراني_آمن_للأطفال  كذلك لتحقيق اهداف تمكين المرأة السعودية وحماية الطفل السعودية تماشياً مع رؤيتنا 2030,Women empowerment,Favor,No,Positive
3583, تحيا مصر قيادة وشعبًا؛ على هذا القرار السديد  تمكين المرأة يسعد المرأة لا يغضبها فمن تشعر بغير ذلك  فهي عدوة نفسها قبل أن تكون عدوة لغيرها من النساء  وهذا ما يسمى بالاعتلال النفسي  لذا أنصح بشدة لمن يعانون من هذا الاعتلال الذهاب إلى طبيب نفسي حتى تتماثل للشفاء..,Women empowerment,Favor,No,Positive
3584, جهود مباركة و موفقة مع معقل المرأة السعودية جامعة الأميرة نورة بنت عبدالرحمن .. معا لتحقيق تمكين المرأة في ظل رؤية المملكة ٢٠٣٠,Women empowerment,Favor,No,Positive
3585,مقال مهم يحتوي على تقرير مهم عن مستقبل النفط ومصدري النفط في ظل التحول التقني والرقمي والطاقة النظيفة.  هل يتجه المصدرين لبيع أكبر كمية ممكنه قبل التحول فينخفض السعر أم يمسكون ما لديهم فيرتفع السعر ولكن يداهمهم التحول؟ ,Digital Transformation,,No,Neutral
3586,جانب من مشاركتي إدارة جلسة دور الإعلام في تمكين المرأة وملامح من الخطة الخمسية العاشرة بجمعية المرأة العُمانية في صور وتنظمها جمعية الصحفيين العمانية بالتعاون مع وزارة الاقتصاد ..     #مساء_الخير ,Women empowerment,Favor,No,Neutral
3587,جمعية الصحفيين العمانية تنظم جلسة حول (دور الإعلام في تمكين المرأة وملامح من الخطة الخمسية العاشرة) بصور  ,Women empowerment,Favor,No,Neutral
3588,مانعرف وش يقصد هالتاق لكن نقول نسأل الله السلامه والسعوديه معطيه النساء اكبر من حقها وخاصة في موضوع تمكين المرأة وخلطوها مع الرجال بالوظايف وهي انثى ،الله يصلح حال المسلمين ويهلك الكفار والمشركين والملحدين اعداء الدينن #ايقاف_التمييز_الجنسي,Women empowerment,Against,No,Positive
3590,وجاء اللقاء بحضور وكيل الوزارة المكلّف، ومنسّقة المشاريع القوميّة بهيئة الأمم المتحدة للمرأة، ومستشارة تمكين المرأة بالهيئة.,Women empowerment,,No,Neutral
3591,غدا نحتفل بـ #يوم_المرأة_العالمي  يعد تمكين المرأة أمرًا بالغ الأهمية لإعادة البناء بشكل أفضل بعد #COVID19  انضم إلينا غدا حيث نسلط الضوء على بعض الموظفات الرائعات لدينا اللواتي يعملن بلا كلل لتقديم المساعدة الغذائية ودعم التغذية والمزيد  #IWD2021 ,Women empowerment,Favor,No,Positive
3593,    تلقيت الجرعه الاولى من تطعيم اكسفورد لفيروس كوفيد-١٩بصالة ارض المعارض .. شكراااا من اعماق القلب لكل العاملين بمركز التطعيم على جهدهم المتميز ..على ابتسامتهم ورحابة صدرهم ..على سرعتهم ودقة عملهم بدلة القلب️ اللهم ارفع عنا هذا ,Covid Vaccine,Favor,No,Positive
3594, وأزيد على ذلك بأنه سوف يتم تقليص الراتب بعد التحول الالكتروني,Digital Transformation,Against,No,Negative
3595,#تطعيم_كورونا   واللللللللله اننا نفخر اننا عايشين في السعوديه تنظيم وترتيب واستقبال وترحيب 🇸🇦🇸🇦  #شكراً_أبطال_الصحة #شكرا_مملكتنا,Covid Vaccine,Favor,No,Positive
3596,مبادرة 8مارس  من الهيئة السعودية للمحاسبين القانونيين   تمكين المرأة في مهنة المحاسبة  تحت شعار #محاسباتنا_كفو   -أنتِ محاسبة ؟  -        أنتِ كفو ممتازلون بشرة متوسط ​​إلى فاتح,Women empowerment,Favor,No,Positive
3598, ودي اتعاطف معه الرخمه بس من قريت أنا مع تمكين المرأه غسلت يدي الضاطور لعبت في حسبته,Women empowerment,Favor,Yes,Negative
3599,بسم الله الرحمن الرحيم الحمد لله حمدا كثيرا طيبا   اما بعد .. اخيرا محصن وجه مبتسم يرتدي نظارة شمسيةوجه يحتفلزر علامة الاختيار  #تطعيم_كورونا ,Covid Vaccine,Favor,No,Positive
3600,حلقتنا القادمة من بودكاست عقال أيدي مطوية حلقة تطرقنا فيها للكثير من المواضيع أهمها تمكين المرأة السعودية في مجال العلوم والأبحاث ممتاز كنا بالقرب  ,Women empowerment,Favor,No,Neutral
3601,من حسنات #كورونا  اجبرت الوزارات والمؤسسات على التحول الالكتروني ومواكبة عصر التطور وتقليل التعامل الورقي  - بدلاً من ( السير بملف طلبات الانتظار والسستم معلق والمعاملة مو عندنا) .. الان اصبحت كل وزارة لها منصة تسجيل وفيها كافة تفاصيل اداراتها والمعاملات التي بالامكان انجازها,Digital Transformation,Favor,No,Positive
3602,  سهله هذي بكرا قدام الكاميرات ياخذون ابرة فيتامين او تطعيم انفلونزا ولقاح كورونا لها ناسها واهلها الطيبيين الحليلين,Covid Vaccine,Against,No,Neutral
3603,في ظل #تمكين_المرأة بودّي لو أمكنهنّ جميعًا.,Women empowerment,Favor,No,Positive
3604,#المرأة في عالمي عطاء ونعمة احمدالله عليها كل يوم ، شكراً لوالدتي مثال العطاء ولخواتي ولزوجتي وبنات اختي وبناتي وكل أمرأة في وطني، ولكل من ساهم في تمكين المرأة وخدمة الإنسانية وعلى رأسهم سيدي خادم الحرمين ومهندس الرؤية سمو سيدي ولي العهد.  #اليوم_العالمي_للمرأة,Women empowerment,Favor,No,Positive
3605, انا مع تمكين المرأة الله لايهينها 50% وجه بدموع الفرح,Women empowerment,Favor,No,Positive
3606,أنا أشك في مصداقية الحكومه في عدد الاصابات ب #فايروس_كورونا وأعتقد هذه الارقام غير حقيقيه وتريد الحكومه إجبار المواطنين علي  أخذ التطعيم عنوه وخوف بعد عزوف عدد كبير منهم عن أخذ تطعيم #كورونا  .,Covid Vaccine,Against,No,Negative
3607,التحول التقني في السعودية أقوى وأسرع بكثير من الحاصل في أوروبا بمراحل.   سواءً تطبيقات حكومية وتجارية أو تذاكر الكترونية وخدمة عملاء أو نقاط بيع تدعم NFC,Digital Transformation,Favor,No,Positive
3608, لماذا لا يواكب التحول للتعليم الالكتروني (التعليم عن بعد) تحول المناهج الدراسية الى الكترونية؟ بدلا من ورقية مضى عليها اكثر من نصف قرن وهي على هذه الحال ناهيك عن تكلفتها المالية العالية في الطباعة والتوزيع سنويا.,Digital Transformation,Favor,No,Positive
3609, تمكين المرأة في المناصب القيادية مخالف لتوجيهات نبينا الكريم الصحابيات على كريم قدرهم وعلمهم لم تتولى إحداهن منصبا قياديا أبدا.. فاتمنى منك يا دكتور أن ترضي الله وتترك الناس,Women empowerment,Favor,No,Negative
3611,ارى ان الدولة ممثلة بالحكومة الجديدة يجب ان تضع خطة إعلامية وفاعلة في جميع هيئات الدولة وإعلامنا ل #تمكين_المرأة والأخذ بيد السيدات ذوات الخبرة والناشطات في كافة المناحي وصولا الى التمثيل البرلماني بعد الخيبة التي منيت بها المرأة في صناديق الاقتراع ! #انتخابات_مجلس_الامة_2020,Women empowerment,Favor,No,Positive
3613,هيئة البيئة تعقد اجتماعا للجنة إدارة وتنفيذ التحول الإلكتروني الحكومي ,Digital Transformation,Favor,No,Positive
3614,#كورونا سوف يُحيل 50% من الشعب العراقي الى #البطالة بسبب التحول الالكتروني في الحياة .,Digital Transformation,Against,No,Negative
3615,  التحول الإلكتروني والذكى الاصطناعي هو سيد الموقف في المرحلة القادمة,Digital Transformation,Favor,No,Neutral
3616,  مشروع #منصة_مدرستي تحول رقمي عظيم وتغيير في نمط التعليم  وطبيعي جدا العقبات والاخطاء في بداية التحول الرقمي في كل دول العالم  وهناك من يستغل الوضع للاساءة للوزير وتصفية الحسابات    لذلك الحاسدين لايريدون استمرار  #,Digital Transformation,Favor,No,Positive
3617,لماذا يتكفل المواطن بشكل عام والطلبة بشكل خاص بتحمل تكاليف خدمات الانترنت ؟ وسط اختيار الدولة التحول الى المعاملات الكترونيا و فرض الاجتماعات اونلاين  و #التعليم_الإلكتروني  المطلوب ان يتوفر الانترنت بالمجان للجميع .  #انترنت_بالمجان,Digital Transformation,,No,Negative
3618,بعد القضاء على ربع #الفساد لدينا كثرت الوظائف الشاغرة في القطاعين الخاص و العام و تم تمكين المرأة لتكون عنصر إجتماعي مهم .. مقبلين على خير بإذن الله بقيادة حكامنا حفظهم الله .. #محمد_بن_سلمان #السعودية_العظمى #قمة_الخليج #العلاء,Women empowerment,Favor,No,Positive
3619, معاك انا في موضوع الكهرباء اما تمكين المراة اكثر من كذا!؟,Women empowerment,Against,No,Neutral
3620,ذوي الاعاقة في رحاب رؤية ٢٠٣٠. كشخص معاق لو تخلفنا عن ركب التطور المذهل في عقد التحول. فلن نجد الا التطور التقني داعم لنا.,Digital Transformation,Favor,No,Positive
3621,تطبيقات الدفع هو التحول الالكتروني الوحيد اللي ناجح في البلد. ,Digital Transformation,Favor,No,Positive
3622, الفاسد لا يريد التحول الالكتروني لان راح ينقطع رزقه,Digital Transformation,Favor,No,Negative
3623,معاملات بعض الجهات الحكومية كانت تستغرق دقيقتين إلى ثلاث.. ومع التحول الإلكتروني صارت تاخذ شهرين وفوقهم أسبوع  ولا زلت في الانتظار!,Digital Transformation,Against,No,Neutral
3624, نبارك للفاضلة الأستاذة #هيفاء_الخايفية    بالنسبة لي لا فرق بين المرأة والرجل والإنجاز يسجَّل باسم تمكين المواطن العُماني 🇴🇲 الجدير في الوظائف القيادية. إن شاء الله نرى مستقبلاً تعميناً للوظائف القيادية بنسبة ١٠٠٪.,Women empowerment,Favor,No,Positive
3625,التحول التقني وصل الي التبرعات الخيرية .شكراً منصة إحسان .,Digital Transformation,Favor,No,Negative
3627, ماراح يقضي على السرقه هذي الا التحول الإلكتروني بسداد الضرائب والترخيص بكذا راح نظمن ايرادها,Digital Transformation,Favor,No,Neutral
3628, يا رب تكون دي فعلا بداية التحول التقنى,Digital Transformation,Favor,No,Positive
3630, انا مايحوم كبدي الا تمكين المرأة و واول سعوديه  والنسويه بصفه عامه وجه القمر الجديدمصافحة,Women empowerment,Favor,No,Negative
3631," ماهو شرط يعرف الأسئلة بالضبط.. بس محاور النقاش اكيد بتكون عنده.. ""الرؤية المشاريع تمكين المرأة الضرائب الاقتصاد العلاقات الخارجية ""هذي كلنا متوقعينها..  مقصدي لاتتوقعي سؤال شاطح وأسلوب المديفر المعتاد وجه بدموع الفرح",Women empowerment,Favor,No,Neutral
3632,رؤية ٢٠٣٠ واقع يتحقق رأينا ذلك في تمكين المرأة في جميع المجالات، دعم المجالات الصناعية التجارية المالية ،دعم أسرنا القوية المنتجة، إدخال التكنولوجيا في الصحة و إطلاق تطبيق صحة و خدمة موعد ، لا ننسى أستحداث التخصصات الجديدة بالجامعات.   أفتخر بأنني سعوديةقلب اخضر.  #رؤية_2030_واقع_يتحقق,Women empowerment,Favor,No,Positive
