text,stance
#التحول_الالكنروني #شرطة_عمان_السلطانية  حتى الآن الشرطة تخطو خطوات متسارعة في التحول الالكتروني والاستغتاء عن الورق والاستفتاء عن المراجع.  بعض الإجراءات علينا الإسراع في تحويلها إلكترونياً ولكن الغريب أن البطـء في التحول سببه فقدان المعرفة وانتظار الشركات المطورة الإجنبية. #,Favor
 يامعالي الأمين...لازالت المخاطبات التي تتم بين #أمانة_الرياض وبلدياتها الفرعية مخاطبات ورقيه  تستغرق الكثير من الوقت ذهاباً وعوده..فمتى يتم التحول الألكتروني الموفر للوقت والجهد والمال..؟!,Favor
التعامل بالعملة المعدنية أو الورقية مصيره الاندثار خلال السنوات القادمة بسبب التحول الرقمي في عمليات الدفع الإلكتروني مما يحد من عملية تزييف العملة الورقية وغسل الأموال. ليس مجاملةً إذا قلت #السعودية قطعت شوط كبير في #التحول_الرقمي للعمليات المالية سبقت الكثير من الدول المتقدمة ,Favor
في عصر ما قبل التحول الرقمي وصلنا الي متوسط زمني ساعات و حاليا نتباهي انها أيام و الله ده تحول ورقي ممكن مش رقمي.,Favor
  اصلاً هم سبب عدم التحول الالكتروني في المعاملات. ويوم راحوا واستلموها شباب الكويت صارت اغلب الجهات الحكومية عندهم معاملات الكترونية. فاقد الشي ء لا يعطيه,nan
 التحول الإلكتروني أمر مهم من أجل مواكبة متطلبات المرحلة,Favor
طرق التدريس التقليدية في تعليم الطلاب ليست كافية لمواكبة التحولات التقنية لتعليم القائم على المعرفة الذي أصبح اتجاها عالميا. #التعليم_عن_بعد #التعلم_الالكتروني #التحول_الرقمي,Favor
  صحيح  كورونا مسرع للتحول الرقمي  بس التحول الرقمي السريع بدون أساس رصين بييسقط لا محالة!   مثال التعلم الالكتروني في المدارس  هل استطاع انه يشمل جميع الطلبة؟ الكثير من الناس ما عندهم كمبيوترات أو انترنت منزلي!  وأيضا هل هي اصلا مش,nan
  هههه لقد نادينا بضرورة التحول الرقمي ولكن يبدؤ أن هذا الأمر اخر اهتمامنا فالدولة السودانية شلتها النمطية ارحمونا يا قادتنا من فضلكم العالم أصبح رقمي إذا لم يحدث هذا التحول خلال هذا العام فإننا سنجني على الاجيال القادمة بهذا التخ,Favor
 استمر ونحن مستمرون في دعمك تستحق كل الإحترام والتقدير سيدي الرئيس ولكن عليك بالضرب بيد من حديد لكل من تسول له نفسه و التحول الإلكتروني مطلب لإضعاف الفساد,Favor
الجهات الجاهزة للتحول الرقمي ولديها بنية تقنية تحتية للعمل عن بعد استطاعت تفادي الخسائر بالتحول للعمل عن بعد  ولكن تلك الجهات التي لم تكن مستعدة قد تغلق ابوابها للأبد..  #التحول_الرقمي #كورونا,Favor
اتوقع أن تختفي هذه الشركة وامثالها قريبا جدا  لأن الشركات التجارية والبنوك طورت انظمة الدفع فيما بينها بدون وسيط. والتطور القادم للانظمة النقدية من خلال التحول الالكتروني للعملات سوف يسرع من انهاء تلك الشركات  مالم تتحول لبنوك الكترونية. ,Favor
#التحول_التقني مطلب مهم جدا في تمثيل الحكومة الرقمية وتتصدر #السعودية_العظمى في بنيتها التحتية فخورين بالانجاز والى الامام يا أجمل وطن. ,Favor
جهود رائعة ما شاء من سعادة عميد الكلية ورؤساء الأقسام العلمية لتطوير خطط التحول التقني بالكلية وتفعيل الانظمة الالكترونية بأقسام الكلية. وفق الله الجميع لما فيه رفعة جامعتنا الحبيبة..  التطور التقني بالجامعة يختصر الوقت والجهد والامكانيات ويؤسس لبيئة رقمية تساعد على الابداع. ,Favor
 الحمدالله على نعمه ابشر. ونعمه التحول الالكتروني.,Favor
 المشكلة ليست في التحول الالكتروني بل في تطبيقه.  بعض الموظفين[ والمراجعين أيضاً]لم يطوروا من مهاراتهم التقنية ليتماشوا مع التحول ولا يزالون على النظام القديم. حين يطبق الجميع التقنية للتواصل ستسهل الإجراءات وسيتمكن المواطن من تخليص إجراءاته ,Favor
" البارحة كنت في جلسة مناقشة عن معوقات #التحول_التقني  سبحان من سخر لنا هذه التقنيات  له الحمد والشكر ""من كان يصدّق قبل 15 عامًا إن 90% من معاملاته الحكومية والتجارية تُقضى وهو في مكانه وبأقل الجهود والتكاليف""  #العولمة سابقًا .. و #الرقمنة ",Favor
 ياسلام صراحه خطوه جباره من الاسكان هذا التحول الملحوظ بحيث يمكن للواحد معرفه ان كان مستحق ام وحجز الوحدات السكنيه ومعرفه العروض التمويليه وتوقيق كل شي الالكتروني وانت جالس في بيتك,Favor
بدعم وتمكين سمو ولي العهد الأمير محمد بن سلمان  وامتداداً للجهود المستمرة لتعزيز ريادة المملكة ورحلة التحول التقني والرقمي  يأتيكم مؤتمر #LEAP22 لنلهم العالم  ونرى المستقبل  سجل الآن لحضور المؤتمر واجهة الرياض  1 - 3 فبراير   ,Favor
سعيدة جداً لاستخدام جميع أفراد المجتمع أجهزة الحاسب وجه مبتسم بعيون قلب فعلاً نقطة تحول رقمي في 2020  #التعليم_عن_بعد  #وزارة_التعليم  #التحول_الرقمي  #همة_حتى_القمة_90,Favor
بما ان بعض المعاملات ما زالت لا تتم الا بتوقيع شيخ المنطقة الذي في اغلب الاحيان لا يعرف عن اهل المنطقة شي في الوقت الحاضر.. يبقى شعار التحول الالكتروني تسويقي لا اكثر في معظم المؤسسات الخدمية.. هذا احد الامثلة فقط ,nan
 التحول الإلكتروني سهل أمور كثيرة خاصة شرطة عمان السلطانية جزاهم الله خير ما مقصرين,Favor
 ما أجمل التحول الرقمي الإلكتروني الذي يخدم الأفراد وخاصة في البنوك مثل الإطلاق الإلكتروني لأصدار بطاقة الصراف الآلي  والعديد من الخدمات الالكترونية التي سهلت وذللت كل الصعاب .....ميزة فريدة في التحول الرقمي  دمت فخرا يا وطني بين الأوطان ,Favor
   الحل هو التسريع في التحول الإلكتروني وتأهيل الموظفين لإنجاز المعاملات بجودة وسرعة.  إذا أردنا جذب الاستثمارات وتحسين وتطوير الاقتصاد فيجب التخلص من البيروقراطية في كافة مؤسساتنا وإلغاؤها من قاموسنا الوظيفي.   ,Favor
 وزارة مميزة بقيادتكم رعاكم الله وبرجالاتها وبتقدمها التقني وتعكس صورة مميزة عن بلادنا وعن التحول الكبير الذي نعيشه في عهد مولاي خادم الحرمين الشريفين وسمو سيدي ولي العهد حفظهم الله . شكراً سمو الأمير على كل ماتقدمونه.,Favor
  بالعكس قوانين كثيره انجزت منها التحول الالكتروني ومكافاة نهاية الخدمة وقانون من باع بيته والتأمين الصحي للمتقاعدين وغيرها اشياء كثيره,Favor
خطوه عظيمه من خطوات التحول الالكتروني .. زر علامة الاختيار ,Favor
 جميل..  دول. الخليج حاليا أصبحت سريعة جدا في التحول التقني والاقتصادي,Favor
 خطوة مهمة راجين لكم التوفيق .. واتمنى من باقي الجهات الحكومية ان تخطو نفس الخطى في التحول الالكتروني والرقمي في اغلب التعاملات والخدمات    ,Favor
#التحول_الرقمي_المستقبل_التقني تطبيق صحة للإستشارات الطبيه اختصار للوقت ويمكن ارفاق صور لحالة المريض,Favor
 وزارة العدل مشكوره من الوزارات التي ابدعت في التحوّل الالكتروني  ادخل موقع ناجز واتبع الخطوات بكل يسر وسهوله,Favor
 أهلاً بك عبد الرحمنوجه مبتسم بعيون قلب للأسف المدرب ليس لديه حساب على تويتر .. أطيب تحيةقلب بنفسجي,nan
تعلن شركة نيوم بالتعاون مع الأكاديمية السعودية الرقمية عن فتح التسجيل في الدورات المجانية (عن بعد) مع شهادات معتمدة عبر مبادرة (التدريب الإلكتروني) والذي يستهدف تعزيز المهارات الرقمية والتقنية لكافة أفراد المجتمع في ظل التحول الذي تشهده المملكة.  ,Favor
عقدت إدارة المدرسة اليوم ورشة عمل حول طريقة تفعيل البرامج الإلكترونية في العملية التعليمة بهدف التحول الإلكتروني والتقليل من استخدام الأوراق  نفذها معلم الحاسب الآلي أ. محمد الشهراني. #الهيئة_الملكية_بينبع ,Favor
أظهر التحول الإلكتروني للتعليم فجوة بين المعلمين فقد أظهرت دراسة أن المعلمين الأصغر سناً قابلية أكثر على مواكبة التغير لما يتوفر لهم من خبرة مسبقة على ممارسة هذه الوسائل مقارنة بالمعلمين الأكبر سناً الذين اعتادوا على التعليم وجها لوجه ولَم يتأقلموا مع الوضع الجديد بسرعة وكفاءة...,nan
  فيه تحول رقمي كبير في السعودية واهتمام غير مسبوق في هالجوانب وحتى من ضمن ركائز التحول الوطني هو التحول الرقمي .. ومثل هالقمم تنمي القدرات النوعية التقنية حسنا اليد,Favor
سيكون هناك شأن كبير للتطبيقات الالكترونية والتعامل الالكتروني في مجالات الحياة فيما بعد كورونا . فبادروا لهذا التحول العالمي.,Favor
 طريقة بدائية … اعتقد لا تتوافق مع النظام و مع التحول الالكتروني الحاصل. هذا هو الحل الامثل. مؤشر اليد الخلفية يشير لأسفل ,Favor
  التحول الالكتروني مهم جدا,Favor
التأخر في التحول الإلكتروني وعدم وجود تطبيقات للخدمات المقدمة  في كثير من الوزارات سبب رئيس للترهل والبطء الإداري وعدم مواكبة العصر. فنحن اليوم بحاجة ماسة إلى تطبيقات إلكترونية تنجز المعاملات من غرفتك فالعالم في  سباق مع الزمن  وعلينا فعل ذلك إن أردنا اللحاق بالعالم.,Favor
من المفارقات العجيبة والإنجازات الصادمة في عملية التحول الإلكتروني  لبلدية مسقط    * كان الترخيص البلدي للسيارات (للمعدات الثقيلة) يخلص في غضون 10 دقائق * بعد التحول الإلكتروني صار يخلص بعد 24 ساعة * في ظل الجائحة وتقليص عدد الموظفين صار بعد 7 أيام  وجه بدموع الفرح وجه بدموع الفرح وجه بدموع الفرح وجه بدموع الفرح,Against
انشاء هيئة البيانات والذكاء الاصطناعي برئاسة سمو سيدي ولي العهد يخليني افتخر بتخصصي ك تقني و يوريك السعودية الجديدة كيف متوجهة الى التحول الرقمي الكامل و مواكبة العصر التقني,Favor
 وممكن اعرف ايش فايدة التحول الالكتروني اذا ماقدرت اغير وجهة شحنتي لا من الموقع ولامن الاتصال وتجبرني اجيك مكتبك من ٨-٨ ومسكر في الويك اند   ياخي قسم بالله اتعس تجربة ممكن تخوضها,Against
 لا توجد عقول تتقبل التحول الإلكتروني على أصوله.. أو أن البيئة بشريا وعمليا بطبيعتها لم تكن مؤهلة للتحول إلى العمل عن بعد.,Against
 هل توجد ايه طريقه للتواصل مع عنصر بشري في الخدمات؟ معظم اجهزه اصدار بطاقه مدى لا تعمل.. التحويل من خلال التطبيق لا يعمل.. التواصل مع عنصر بشري شبه مستحيل! التحول التقني لا يعني ان نعاني من عدم وجود خدمات,Against
  كل الشكر لـ أ. فقد أبدعت وأثرت بريق سعدنا جدًا بإستفادتك وحضورك أ.   أطيب تحية من التحول التقني قلب بنفسجي,Favor
كالعادة الخدمات الحكومية اعفن من قبل الرؤية  واللي يغبن تفتح تويتر تلقى لهم مدح لييين آمين على التحول الالكتروني فمايمديك حتى تنتقدهم,nan
التحول الرقمي في الخدمات الحكومية وشركات الخدمات أمر جيد . ولكن الأمر السيء  هو الضعف التقني الذي تعاني منه اغلب الوزارت وشركات الخدمات.  تعطيل مصالح الناس بحجة اتمام العمليات الكترونياً من خلال مواقع معطلة أو غير قادرة على استيعاب اعداد المستخدمين أمر غاية في السوء ولم يعد يطاق.,Against
 وصلت لقناعة أن تعد  الأحزاب في الدولة مضر  خاصة في زمن التحول التقني,nan
 استمرار العمل على التحول الالكتروني وًتنظيمه و ربطه بالجهات يسهل العمليه اكثر للمواطن و للجهات الحكوميه,Favor
 طبيعي البشر يقاومون التغيير  لكن يجب على المسؤولين العمل على بث ثقافة التحول الإلكتروني بين مختلف شرائح الموظفين ومشاركة الجميع هذا المشروع حتى يشارك الجميع في التطبيق  والتحول مع مقاومة الموظفين لا يخدم العملية.,Favor
من المؤكد أن الأزمة التي واجهت القطاع التعليمي بسبب تفشي فيروس كورونا دفعت التعلم الإلكتروني نحو الواجهة  فغدا خياراً لا بديل عنه.  سيواجه المعلمون تحديات كبيرة لمواكبة هذا التحول المفاجئ  إلا أنه بالتخطيط المناسب يمكن التغلب على كثير من العقبات.,Favor
في العصر الرقمي ومع تزايد التحول للحياة الرقمية  فقد أصبح #التسويق_الإلكتروني بوابة وعنوان على شبكة الانترنت يتيح فرص استثمارية هائلة عن بعد مع ضمان أربح كبيرة. ,Favor
 أحسن الظن يمكن يبي يتكلم عن التدخين الالكتروني الجديد وكيف صار هذا التحولوجه بدموع الفرح,nan
رياضنا عاصمة للتحول الرقمي  تقدم كبير حققته رؤية السعودية 2030 في مشروع المملكة الطموح نحو التحول الرقمي وتحقيق إنجاز  ( الرياض العاصمة العربية للتحول الرقمي) ,Favor
هل منصه كويت #مسافر  كشخه يعني  ! هل وجودها دليل على التحول الرقمي ! مو كل شي لازم نحوله رقمي يا جماعه !  مرات التحول الرقمي يصبح كابوس للمجتمع ! شنو بتغير اذا المسافر  معاه التذكره والتامين والفحص وشهادة التطعيم للمطار  ! ليش تخلون الناس مدخلين بيانات ! بدون فايده ! ,Against
ديوان النمساوي يتجه الى التحول الالكتروني بالكامل  وانت جالس في بيتك مخدوم  #التحول_الرقمي,Favor
 شكرا لهم كل شيء موجود في ابشر وشكرا لوزارة الداخليه على التحول الالكتروني,Favor
ولله الحمد أيدي مطويةلون بشرة متوسط ​​إلى فاتح فخور بهذا الانجاز التقني الجديد من مراكز متقدمة على مستوى الجهات الحكومية من أجل تقديم أفضل الخدمات كما نسعى مع زملائي منسوبي التقنية إلى رحلة التحول الرقمي تحسينًا لجودة خدماتنا المقدمة للسكان والزوار والقادم أجمل بإذن الله 🇸🇦 في ظل دعم لا محدود من  ,Favor
أمين #الشرقية يدشن خدمة التوقيع الالكتروني للإجراءات الإدارية ضمن برنامج التحول الرقمي -  ,nan
 خطوة ممتازة من المجلس ونرجوا المزيد من التقدم لانجاز خطة التحول الالكتروني لجميع محاكم السلطنة,Favor
شي يفرح لما تشوف هالدعم من الجهات المسؤولة عن التحول الرقمي و التقني.   فرصة عظيمة للرواد  وزارة الاتصالات تتطلق #برنامج_رواد_التقنية ,Favor
  رد خدمات العملاء دائماً  ان التأخر ناتج عن الضغط .. لكننا كعملاء لم نواجه هذا الضغط في بداية التصديق الالكتروني ولم نعيشه ايام التصديق اليدوي على الشبابيك .. مع ان التحول الإلكترني عادة لتسهيل المهمة وتيسيرها وتسريعها,Favor
#التعداد_الإلكتروني_2020 أثبت هذا العمل الوطني المميز بانه لا يوجد اي عذر لأي جهة حكومية او خاصة في التحول الى النظام الالكتروني بالكامل.. نجاح  رؤية #عمان_2040 يعتمد على ذلك.. ,Favor
الضغط واسترجاع الكرة في ملعب المنافس ثم التحول الهجومي السريع ولكن يظهر  الجانب  التقني لخدمة التكتيك برونو لم يسيطر على الكرة كرة القدم️ وكانت هجمة تشكل فرصة للاختراق تفاصيل مهمةزر علامة الاختيارمذكرة ,nan
"وحدة من الحلول الضرورية في اعتقادي هي التحول الالكتروني. أصبح هالشي أساسي بعد ما كان ""ميزة إضافية"". وأتوقع انتشار التجارة الالكترونية بشكل أكبر في دولنا عن السابق ولو إن التشريعات والقوانين اللي تنظم هالمجال ما زالت قليلة",Favor
 المصدر هي منصة اعتماد وهي الكترونية تتبع لوزارة المالية وتمثل التحول الإلكتروني فيها. تسعى إلى تحويل أعمال وزارة المالية وكل ما يختص بالميزانية العامة والميزانية في الجهات الحكومية رقميا  وتشمل إدارة العقود والميزانية والمدفوعات  وإدارة المنافسات,Favor
منذ انتشار التعامل الإلكتروني في مجال #الصحة. والكثير من الاحتمالات تم طرحها حول مستقبل الطبيب. وما إن كان #التحول_الرقمي قد يؤثر على مستقبله أو يقلل من ربحيته. إلا أن المخاطر التي يتعرض لها المريض حالت دون هذا الأمر بل وأضافت إلى استفادة #الأطباء على جميع المستويات ومنها المادية ,Against
  حلم الكثيرين استاذ سعود قد يأتي تدريجيا وعسى أن لا يطول الانتظار .. فنحن الآن نحاول الخروج من عنق زجاجة أحد التحديات الكبيرة وهي تسارع حاجة التحول الإلكتروني مقابل البنية التحتية للاتصالات...,nan
لطالما كانت التكنولوجيا هي الحل و الأداة الأولى والأكثر أهمية لتحقيق وبناء اقتصاد رقمي حقيقي   #كورونا #جمعية_انتاج #التحول_الرقمي #COVID19 #DigitalTransformation #STS ,Favor
هذا #تعطيل_رقمي وليس #التحول_الرقمي شخص يسحب الوجهلون البشرة الفاتح‍علامة الذكور️شخص يسحب الوجهلون البشرة الفاتح‍علامة الذكور️شخص يسحب الوجهلون البشرة الفاتح‍علامة الذكور️ حقيقة مع مشاهدتي لكثير من المشاكل في تجربة المستخدم على مستوى الوزارات بميزانياتها وفرق عملها    يزيد احترامي أكثر وأكثر لكل الشركات الناشئة الرائعة المحلية والتي تهتم بتجربة العميل وتحرص على تحسينها في ظل محدودية الموارد  ولو حبة حبة سلحفاة ,Against
التحول الرقمي هو الاستثمار في الفكر وتغيير السلوك لإحداث تحول جذري في طريقة العمل  عن طريق الاستفادة من التطور التقني الكبير الحاصل لخدمة المستفيدين بشكل أسرع وأفضل. ويوفر التحول الرقمي إمكانات ضخمة لبناء مجتمعات فعالة  تنافسية ومستدامة .   #العطاء_الرقمي_في_اليوم_الوطني,Favor
    المهارات الرقمية هي محور المستقبل لكن للاستعداد للمستقبل بشمولية وبأسلوب يحيط بكافة جوانب نموذج الاعمال المستقبلي يجب تنمية جانب المهارت المعرفية الانسانية كالتواصل والتنسيق وحل المشكلات والعمل الجماعي باطار رقمي ي,Favor
مصر كدولة و كحكومة وشعب ماشيين للتحول الرقمي بشكل رهيب التصفيق🇪🇬  على خطى السعودية في التحول الرقمي و اتمتت جميع خدمات الدولة و المعاملات الحكومية عبر تطبيقات و منصات إلكترونية مثل ابشر و توكلنا و ناجز و صحة ...الخ  يتبعمؤشر اليد الخلفية يشير لأسفل ,Favor
 اسوء شي التحول الكامل للدفع الالكتروني,nan
#هيئة_الحكومة_الرقمية  قرار يدعم رحلة التمكين في التحول الرقمي من خلال تبني نماذج فعالة ومبتكرة والاستثمار  الامثل للتقنيات والمواهب وتطوير القدرات الرقميةالتصفيقلون البشرة الفاتح  “معاً نحو بناء مستقبل رقمي مزدهر 🇸🇦🇸🇦” #التحول_الرقمي #وطن_طموح_وطن_رقمي ,Favor
   الاهلي اصبح من اسوأ البنوك خدمات سيئه للغايه واغلب خدماتهم عن طريق الفروع بالرغم من التحول الالكتروني لجميع البنوك ..,Favor
"جولة دبوس""سباق التحول الرقمي""  المملكة في تسارع نحو التحول الرقمي ولا يمر شهر بلا إضافة رقمية واليوم وبعد عمل من #وزارة_الداخليه اطلق #الجواز_الالكتروني بشكل رسمي . ",Favor
 لان كل ما زاد الاعتماد على الاوراق زادت فرص الواسطات و التنفيع والمصالح  كثير اطراف مو من مصلحتهم التحول الالكتروني الكامل,Favor
رحلة #التحول_الرقمي تبدأ بتوعية الجميع بالحاجة للتحول .. ,Favor
#كورونا_عُمان_التحول_الالكتروني  سيد الموقف والحل ضد البيروقراطية والنمطية وسيطرة صولجان التوقيع. إنعاش التقنيات في تخليص المعاملات الحكومية وتسويقها وجعلها رقم واح(1) في تقديم الخدمة أمر لازب. أمر مهم ومخيف للجهات الحكومية ويجب تطبيقه وهو المؤقت أو تحديد زمن لإنهاء المعاملة,Favor
خلف كل #إنجاز_رقمي حكاية لشباب #السعودية_العظمى   تضافرت جهودهم لصنع الاستثناءات العاجلة في #الوطن_اكثر_من_ذلك  وها نحن اليوم نحصد حكاية #التحول_الرقمي لنباهي بها العالم ,Favor
تجربة جديدة رقمية جمعت بين المحافظة على العودة الامنة والتعليم شكرا من القلب على هذا التحول التقني بالربط بين الخدمات عن بعد #توكلنا,Favor
44 % نسبة التحول الإلكتروني في خدمة طلبات شهادات حسن السيرة والسلوك #البحرين #أخبار_الخليج ,Favor
#مسابقة_ابوناصر١٤        (2030)  رؤية المستقبل و التطور و التحول الإلكتروني رؤية طموحه من قائد حالم طموح انها رؤية سيدي الامير محمد بن سلمان قلب اخضرقلب أبيض ,Favor
انشاء وزارة او هيئة التحول الالكتروني أصبحت ضرورية جدا تعمل على تنفيذ خطة مرسومة لتقديم الخدمات  الالكترونيه في كافة الجهات الحكومية والعمل على  مراقبة وتطوير وصنع التحول الالكتروني في كافة الخدمات المقدمة من تلك الجهات دون استثناء اي جهة حكومية من بند التحول الالكتروني,Favor
 اعانكم الله وسددكم   وعلى دروب الخير وفقكم الله في مهمتكم الجليله والساميه في ظل التحول الإلكتروني الذي احدث نقلةً نوعيةً متطوره تواكب تطلعات قيادتنا الرشيدة لما فيه خير المواطن والمقيم .,Favor
خطوات جبارة في التحول الألكتروني بفضل الله ثم بفضل الملك سلمان وولي عهده محمد بن سلمان الله يحفظهم 🇸🇦🇸🇦🇸🇦🇸🇦 ,Favor
نسأل الله أن نستفيد من #جائحة_كورونا التي هزت العالم وجعلت الكثير من الدول تعيد حساباتها بغية التحول الرقمي التقني السريع ودعم الابتكار العلمي للحاق بالركب الحضاري؛ فخريطة العالم بعد كورونا ستتشكل من جديد والأقوى فيها من يمتلك العقول المبتكرة لا ترسانات الاسلحة والبوارج. ,Favor
إنجاز رائع   ومركز مستحق في واحد من أهم البرامج المستقبلية   شكرا للمنسقة إيمان عوض شكرا للمنسق أيمن المرحبي   شكرا للمكاتب ومدارس التحول   شكرا لأبنائي الطلاب والطالبات على التفاعل التقني الكبير ,Favor
 عشان كده واحد من اهم المشاريع اللي بتمني الاسراع ف تنفيذها التحول الرقمي والربط التقني وابعاد المواطن ع التعامل المباشر مع الموظف .. دي المشاريع اللي هيستفاد منها الـ 100 مليون,Favor
 بالنسبة لي كشخص متخرج و باحث عن عمل ويتابع مع أفراد أسرته التحول من الحضور التقليدي إلى الإلكتروني شيء جداً رائع وجهد كبير و نجاحهم كان 100%. والمرونة لدى المعلمين و الطلاب ساعدت كثير . شكراً للجميع في وزارة التعليم .,Favor
التحول الإلكتروني يساعد على سرعة انجاز المعاملات ولكن في بعض القطاعات أصبح العكس,Against
أفضل تعريف واضح و مختصر للتحول الرقمي هو تطوير المنشأة (شركة او مؤسسة) من خلال استخدام التقنيات الرقمية لتحسين الأداء. إن الهدف هو تحسين الاداء بكل جوانبه  أما التحول الرقمي في حد ذاته فهو ليس الغاية بل الوسيلة لتحسين الاداء و هو الهدف الحقيقي لأي منشأة.,Favor
 الالكتروني ميزته انك تقدر ترجع للمحاضرات اذا كانت مسجلة مشكلته عدم الالتزام سهل جداً انك تأجل فيه اما عن المشاكل الثانية اعتقد انها بسبب التحول المفاجئ وظلم انك تحكم على الالكتروني بهالظروف,Favor
  متى سنضع خطه استراتيجيه واضحه و بالشراكة مع القطاع الخاص لنخرج من دوامة الحكومه الالكترونيه  التحول الرقمي و اردن رقمي   الى آخر هذه المسميات . طبعاً طلب جلالة الملك بحكومه لا ورقيه 2020 اصبح مستحيل التحقيق وهذا ما أوضحت عدم حدوثه بتاريخ 15/1,nan
 والقادم أجمل باذن الله...عمل دؤوب متواصل نهارا وليلا من فريق عمل ذو كوادر عمانيه أثبتت جدارتها ...وبتوجيهات ومتابعة حثيثة من قبل الإدارة العامة للتخطيط والإدارة العامة للمحاكم لإنجاز مشروع التحول الإلكتروني في وقت قياسي.....بوركت جهودكم ووفقكم ا,Favor
بدأت #وزارة_المالية مسيرتها نحو التحول الرقمي في عام 2018  واليوم نجحت الوزارة في أتمتة 99-100% من خدماتها الداخلية والخارجية  حيث قامت بأتمتة 27 عملية داخلية و12 خدمة إلى المتعاملين عبر الموقع الإلكتروني والتطبيق الذكي   #اقتصاد #الإمارات #وزارة_المالية #رادار_نيوز #مرآة_الخبر ,Favor
التحول الالكتروني  اللي وصلنا اليه  اليوم  شي جيد  وممتاز  ولكن هذا  التحول المفروض  قبل ٢٠ سنه بأقل تقدير  المفروض كان يحصل  كل القياديين  في تلك الفترة  تسببوا  بهذا التأخير,Favor
من بعد التحول الالكتروني اللي صار  -نوعا ما-توقعت نتحسن في تطوير المنظومة التعليم #  توقعت نقلل ورقيات ونركز استراتيحيات توقعت نقلل كميات ونركز جودة  توقعت نقلل تلقين ونزيد تجربة الطالب  اللي حصل زادت أحمال المعلمين  وكل يوم قرار يثقل كاهل المعلم. ,Favor
 الحمدلله على التحول الإلكتروني جعل الحياة أسهل,Favor
 مع #منصة_إحسان و #فرجت_مع_أبشر و #منصة_جود_الاسكان ..لايوجد عذر للمتبرع أن يقول تم استغلالي ..  التقدم التقني في السعودية وبرامج الاقتصاد الرقمي جعلت السعودية في مقدمة دول التحول الرقمي,Favor
التحول التقني في #السعودية واستخدام التطبيقات في الخدمات رائع ومميز   ومستوى تعامل المواطنين والمقيمين معه خلال أزمة #كورونا ارتفع بشكل ملحوظ   مما يحفز لتحول كبير في استراتيجيات منشآت القطاع الخاص لتقديم الخدمات عبر التقنية بشكل أوسع بعد زوال الأزمة الصحية العالمية.,Favor
 نتمنى من الوزارة التحول الإلكتروني في كل المعاملات وعمل خطة سريعة في عدم تراكم المعاملات  وإيجاد نظام مميز ورائع يتسم بالحيادية والنزاهة في توزيع الأراضي و محاسبة من تسول له نفسه في استغلال منصبه لتمرير المعاملات و تقديم مصلحته الخاصه..,Favor
في الختام عند الحديث عن عملية التحول التقني يجب أن ننوه إلى أنها عملية معقدة و تحتاج إلى دراسة و إمكانيات مادية جيدة   فهناك الكثير من العناصر الخفيّة التي يجب الانتباه لها قبل البدء بتطبيق نموذج العمل الحديث. ,Favor
  شكراً مؤسسة النقد العربي السعودي لوقوفكم الدائم في صف البنوك ضد المواطنين واقفال الشكوا بعد ثلاثه شهور بطريقه تتوافق مع التحول الوطني ورؤيه 2030 في حماية العملاء في الدفع الإلكتروني من عمليات النصب والاحتيال.. انتم جهة ليس لها وجود عل,Favor
التحول الإلكتروني الكامل لأنظمة وزارة الصحة خدم المريض والطاقم الطبي وقلل الأخطاء بشكل كبير لكن ظهرت مشكلة خصوصية المريض.  هل يحق للمريض المطالبة بحذف ملفه بشكل نهائي من نظام المستشفى؟  أو طلب إخفاء ملفه إلا عن طبيبه المباشر؟,Favor
  البلديات المكان الوحيد لي اتشائم لما اروح اخلص فيه معاملة موظفين قدامى جداً معاملات ورقية اجراءات معقدة  حقيقة هذه الجهة جداً بطيئة في التحول الالكتروني,Favor
تصبح البشرية على المحك  عندما تتحكم الآلة في كل شئ  لذلك أرفض هذا التحول التقني المخيف والسريع الذي يهدد حياة البشر على الأرض.,Against
 تكاتف ودعم جميع القطاعات الامنية في المملكة في منع التجول ومع ذلك استمرار جميع الخدمات المقدمه من الجوازات والمرور وغيرها من القطاعات دليل كبير على نجاحاتها في التحول الالكتروني للخدمات وعدم توقفها ممتازلون البشرة الفاتح شكرا لكم,Favor
كفل النظام الاساسي حق التقاضي لكافة من يعيش على هذه الارض الطيبة. وعلى نهج التحول الالكتروني في السلطنة تم إطلاق منصة الكترونية خاصة بالمحاكم بغرض تسهيل اجراءات التقاضي. ولكن ننصدم بالصعوبات اليومية المتكررة في المنصة  فأصبح هذا النظام الالكتروني عائقا يحول دون هذا الحق الدستوري.,Against
"اعتماد وسائط التعليم الإلكتروني نقله ""إجبارية""  تفتح آفاقا جديدة عندمن لم يستخدمها ويعتاد عليها تتجاوز طرق التعليم التقليدي خاصةعندماتكون العينة واعية ومسؤلة   ومن جانب آخر فإن ذلك التحول يظهر أهمية توظيف الوسائط التواصلية الافتراضية في التعلم والطلب.",Favor
   اتفق معاك تماما...نحن للاسف فاهمين التحول الالكتروني بالعكس ...طبعا معامله بالنظام العادي تاخذ يومين بالالكتروني تاخذ اشهر...الالكتروني وضع لاختصار الوقت والزمن وتسريع الاداء مش العكس,Favor
